Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,20/01027/B,Alterations to existing safety fencing,14-Oct-20,Head of Development Management,Car Park/toilets Chester Street Douglas Isle Of Man IM1 2PG
Permitted,20/01028/MCH,"Minor Changes application to PA 18/01267/B involving alterations to window heights, roof pitch and height of extension",06-Nov-20,Head of Development Management,7 Brisbane Street Douglas Isle Of Man IM1 3JL
Permitted,20/01029/MCH,Minor Changes application to PA 20/00018/B involving alterations to cladding and rendering,13-Oct-20,Principal Planner - South (SC),Whindyke Bradda West Road Spaldrick Port Erin Isle Of Man IM9 6PN
Permitted,20/01030/B,Replacement of garage door with upvc sliding doors,06-Nov-20,Principal Planner- North (CB),High Trees Ballabrooie Drive Douglas Isle Of Man IM1 4HF
Permitted,20/01031/B,Installation of replacement windows to rear elevation and replacement front door,06-Nov-20,Principal Planner - South (SC),9 Bridge Street Peel Isle Of Man IM5 1NB
Permitted,20/01032/B,Installation of replacement windows and door to front elevation,26-Oct-20,Principal Planner - South (SC),68 Patrick Street Peel Isle Of Man IM5 1BS
Permitted,20/01033/B,Erection of three detached dwellings with integral garages and alteration to road (incorporation amendments to PA 18/00955/REM),18-Nov-20,Head of Development Management,"Plots 5, 6 & 7 Ballabeg Grove Main Road Glen Vine Isle Of Man IM4 4HZ "
Permitted,20/01034/B,Erection of summer house (retrospective),13-Nov-20,Principal Planner - South (SC),16 Scoill Close Peel Isle Of Man IM5 1QZ 
Permitted,20/01035/GB,Installation of replacement windows to front and rear elevation (in association with PA 20/01036/CON),06-Nov-20,Principal Planner- North (CB),21 Governors Road Onchan Isle Of Man IM3 1AY
Permitted,20/01036/CON,Registered Building Consent for installation of replacement windows to front and rear elevations RB No.126 (in association with PA 20/01035/GB),06-Nov-20,Principal Planner- North (CB),21 Governors Road Onchan Isle Of Man IM3 1AY
Permitted,20/01037/B,Erection of 2 detached dwellings with integral garages,19-Nov-20,Head of Development Management,94 & 96 Royal Park Ramsey Isle Of Man IM8 3UH 
Permitted,20/01039/B,Replace garage door with window and doorway for garage to be used as home office and living accommodation,06-Nov-20,Principal Planner - South (SC),1 Fairway Drive Port Erin Isle Of Man IM9 6LR
Permitted,20/01040/B,Extension of existing roof and creation of two dormer windows,23-Nov-20,Principal Planner- North (CB),Tan-Y-Bryn The Curragh Ballaugh Isle Of Man IM7 5EA 
Permitted,20/01041/B,Alterations and replacement of existing conservatory with single storey extension (amendment to PA 20/00639/B),09-Nov-20,Principal Planner - South (SC),61 Brunswick Road Douglas Isle Of Man IM2 3NW
Permitted,20/01042/B,Erection of a detached building to be used as a fitness studio,03-Nov-20,Planning Committee,Conrhenny House Conrhenny Onchan Isle Of Man IM4 6AS 
Permitted,20/01043/B,Creation of a bin and oil tank store (retrospective),26-Oct-20,Head of Development Management,Shoprite Supermarket Bowring Road Ramsey Isle Of Man IM8 2LL
Permitted,20/01044/B,Installation of air conditioning units and satellite dish to retail unit,24-Nov-20,Head of Development Management,Retail Unit Crosby Meadow Estate Peel Road Crosby Isle Of Man  
Permitted,20/01045/B,"Alterations, erection of replacement rear extension and installation of replacement windows and door (amendment to PA 20/00461/B)",13-Nov-20,Principal Planner - South (SC),15 Mona Street Peel Isle Of Man IM5 1HJ
Permitted,20/01046/CON,Registered Building consent for the demolition elements relating the application 20/01045/B,13-Nov-20,Principal Planner - South (SC),15 Mona Street Peel Isle Of Man IM5 1HJ
Refused,20/01047/B,Erection of an agricultural shed,09-Nov-20,Principal Planner- North (CB),Field 224318 Glen Road Ballaugh Isle Of Man  
Permitted,20/01048/B,Alterations and replacement of existing conservatory with a sun room,09-Nov-20,Principal Planner- North (CB),32 Farmhill Park Douglas Isle Of Man IM2 2ED 
Refused,20/01050/B,Erection of building to provide three units of staff accommodation with associated landscaping and parking,09-Nov-20,Head of Development Management,Proposed Apartments At Arragon House Arragon Road Arragon Santon Isle Of Man  
Permitted,20/01052/B,Installation of UPVC sliding sash windows to front elevation.,26-Oct-20,Principal Planner - South (SC),1 Westminster Terrace Douglas Isle Of Man IM1 4ED
Permitted,20/01053/B,Installation of replacement front door,22-Dec-20,Principal Planner- North (CB),Tebekwe Mount Old Laxey Hill Laxey Isle Of Man IM4 7DA
Permitted,20/01054/B,Installation of a replacement door with associated top light,06-Nov-20,Principal Planner - South (SC),Mill House Mill Road Ballasalla Isle Of Man IM9 2EG
Permitted,20/01055/B,Installation of two replacement windows to rear dormer,09-Nov-20,Principal Planner- North (CB),114 Bucks Road Douglas Isle Of Man IM1 3AH
Permitted,20/01056/B,Creation of a gable window,09-Nov-20,Principal Planner- North (CB),13 Eskdale Road Onchan Isle Of Man IM3 2AL
Permitted,20/01058/B,Conversion of disused bunker to a residential unit (class 3.3) and works to existing outbuildings,03-Nov-20,Planning Committee,Generator Set House And Radar Station Dalby Isle Of Man  
Permitted,20/01059/B,Alteration from parapet flat roof to a pitched roof on approved extension (PA 20/00442/B),11-Nov-20,Principal Planner - South (SC),22 Reayrt Ny Crink Crosby Isle Of Man IM4 2EA 
Permitted,20/01060/B,Installation of replacement windows to second floor annex (retrospective),09-Nov-20,Principal Planner- North (CB),Flat 4   65 Bucks Road Douglas Isle Of Man IM1 3EF
Permitted,20/01061/B,Installation of additional cladding to lower level of building and approved extension to match approved cladding to upper level (amendment to PA 19/01271/B),06-Nov-20,Principal Planner - South (SC),Cameron Court Fort Island Road Derbyhaven Isle Of Man IM9 1TZ
Permitted,20/01062/B,"Installation of bi fold doors (retrospective), erection of extension to replace existing conservatory and landscaping works",07-Dec-20,Head of Development Management,Fairfield House Fairfield Avenue Ramsey Isle Of Man IM8 2LS
Permitted,20/01063/B,Proposed Erection of a 3 Bed Dormer Bungalow,01-Dec-20,Planning Committee,Land To The West Of 17 Royal Park Royal Park Ramsey Isle Of Man  
Permitted,20/01064/GB,"Alterations to front door, installation of a bin / bike store, creation of a rear access ramp and additional use of office (class 2.1) to other community facilities (class 4.3)(in association with 20/01065/CON)",14-Dec-20,Planning Committee,20 Finch Road Douglas Isle Of Man IM1 2PS
Permitted,20/01065/CON,"Registered Building Consent for internal wall and stair alterations, installation of a lift, alterations to front door, installation of a bin / bike store and  creation of a rear access ramp (in association with 20/01064/GB) Registered Building Nos. 100",14-Dec-20,Planning Committee,20 Finch Road Douglas Isle Of Man IM1 2PS
Permitted,20/01066/B,"Removal of two chimney stacks, installation of replacement roof tiles and blocking up of a doorway",15-Dec-20,Principal Planner- North (CB),44 Whitebridge Road Onchan Isle Of Man IM3 4HR
Permitted,20/01068/B,Conversion of workshop outbuilding to provide living accommodation,12-Nov-20,Principal Planner- North (CB),1 Glen View Glen Road Ballaugh Isle Of Man IM7 5JG
Permitted,20/01069/B,Erection of two static caravans and storage containers for use as temporary accommodation and associated storage,03-Nov-20,Planning Committee,Ballarhennie Farm Orrisdale Kirk Michael Isle Of Man IM6 2HJ 
Permitted,20/01070/B,Proposed detached dwelling with integral garage (incorporating amendments to previously approved to include sun lounge),19-Nov-20,Head of Development Management,102 Royal Park Ramsey Isle Of Man IM8 3UH 
Permitted,20/01071/B,Erection of decking and installation of decking (retrospective),24-Nov-20,Head of Development Management,19 Laurys Avenue Ramsey Isle Of Man IM8 2HE
Permitted,20/01072/A,Approval in principle for the erection of a detached dwelling with garaging,06-Nov-20,Principal Planner- North (CB),Land To Rear Of Olinda South Cape Laxey Isle Of Man  
Permitted,20/01073/B,Replacement of existing conservatory with sun room,20-Nov-20,Principal Planner- North (CB),Ballachrink Quines Hill Port Soderick Isle Of Man IM4 1AY
Permitted,20/01074/B, Alterations and erection of single storey extension and conversion of garage to additional living accommodation,09-Nov-20,Principal Planner- North (CB),23 Maple Avenue Onchan Isle Of Man IM3 3HJ
Permitted,20/01075/B,Window and door alteration to east elevation of dwelling,06-Nov-20,Principal Planner - South (SC),Briardale 6 Shore Road Castletown Isle Of Man IM9 1BF
Permitted,20/01076/LAW,Certificate of lawful development for a window / door and roof alteration to rear outlet,09-Nov-20,Principal Planner- North (CB),33 Marathon Avenue Douglas Isle Of Man IM2 4JB
Permitted,20/01078/B,Installation of replacement windows,23-Nov-20,Principal Planner- North (CB),Dhrynane House Maughold Isle Of Man IM7 1AS 
Permitted,20/01079/B,Erection of extension to rear elevation,09-Nov-20,Principal Planner- North (CB),59 Devonshire Road Douglas Isle Of Man IM2 3RA
Permitted,20/01082/MCH,Minor Changes application to PA 19/00860/B involving changes to design and location of roof lanterns and roof lights,09-Oct-20,Head of Development Management,Rectory Ballacrosha Ballaugh Isle Of Man IM7 5AQ
Permitted,20/01083/B,Erection of protective fencing,09-Nov-20,Head of Development Management,Battery Pier Yard Douglas Isle Of Man
Permitted,20/01084/B,"Variation of condition 1 of PA 16/00939/B, Erection of a detached dwelling with integral garage, to extend period of permission for a further four years",09-Nov-20,Head of Development Management,Plot Adj To 28 Clifton Drive Ramsey Isle Of Man  
Permitted,20/01085/B,Erection of Japanese style garden room with associated landscaping / water features and retaining walls,23-Nov-20,Principal Planner- North (CB),Ballaveare Court Old Castletown Road Port Soderick Isle Of Man IM4 1BD
Permitted,20/01086/B,"Variation of condition 1 of PA 16/00746/B, Alterations and erection of extension to dwelling, to extend period of permission for a further four years",15-Dec-20,Head of Development Management,Ballacreg Dreemskerry Hill Dreemskerry Ramsey Isle Of Man IM7 1BE
Permitted,20/01087/B,Erection of rear extension to replace existing conservatory and installation of a flue,23-Nov-20,Head of Development Management,20 Hollin Lane Cronkbourne Douglas Isle Of Man IM4 4TR 
Refused,20/01088/B,Conversion of redundant barn building into a residential dwelling (class 3.3),06-Nov-20,Head of Development Management,Workshop / Barn Building Mullinaragher Mullinaragher Road St Marks Ballasalla Isle Of Man IM9 3AQ 
Permitted,20/01091/MCH,"Minor Changes application to PA 19/00433/B involving rendering works, alterations to windows and addition of a new window",27-Oct-20,Head of Development Management,Bowling Club Old Church Road Crosby Isle Of Man IM4 2HA
Permitted,20/01092/MCH,Minor Changes application to PA 19/00915/B involving alteration to approved roof light configuration,11-Nov-20,Principal Planner- North (CB),Sunnyside Lower Dukes Road Douglas Isle Of Man IM2 4BH
Permitted,20/01093/B,Widening of existing driveway and vehicular access,23-Nov-20,Principal Planner- North (CB),45 Buttermere Drive Onchan Isle Of Man IM3 2EB
Permitted,20/01094/C,Additional use of land as recreational activity space,19-Nov-20,Planning Committee,Grenaby Mooar Grenaby Road Ballasalla Isle Of Man IM9 3BD 
Refused,20/01096/C,Additional use of land as recreational activity space,09-Nov-20,Principal Planner- North (CB),Ballacooiley Dollagh Ballaugh Isle Of Man IM7 5AS 
Permitted,20/01097/B,Erection of a two storey extension with balcony,15-Dec-20,Principal Planner- North (CB),5 Palm Winds The Vollan Ramsey Isle Of Man IM8 3UG 
Permitted,20/01098/B,"Window / door alteration, removal of a chimney stack and widening of driveway and vehicular access",11-Nov-20,Principal Planner- North (CB),33 Cannan Avenue Kirk Michael Isle Of Man IM6 1HG 
Permitted,20/01099/B,Alterations and erection of extension to rear of dwelling,24-Nov-20,Principal Planner- North (CB),1 Woodbourne Villas Alexander Drive Douglas Isle Of Man IM2 3QG
Permitted,20/01100/CON,Registered Building consent for demolition elements of PA 20/01099/B,24-Nov-20,Principal Planner- North (CB),1 Woodbourne Villas Alexander Drive Douglas Isle Of Man IM2 3QG
Permitted,20/01101/C,Change of use from a hot food takeaway (class 1.4) to a beauty salon (class 1.1),24-Nov-20,Principal Planner- North (CB),4 Bathurst Street Douglas Isle Of Man IM2 3HH
Permitted,20/01104/B,Removal of chimney stack (retrospective),09-Nov-20,Principal Planner - South (SC),Thie Ny Treisht Marine Parade Peel Isle Of Man IM5 1PA
Permitted,20/01105/CON,Registered Building Consent for demolition elements of PA 20/01104/B,09-Nov-20,Principal Planner - South (SC),Thie Ny Treisht Marine Parade Peel Isle Of Man IM5 1PA
Permitted,20/01106/B,Conversion of barn to provide ancillary living accommodation,11-Nov-20,Principal Planner- North (CB),Barcroft Leodest Road Andreas Isle Of Man IM7 4HA
Permitted,20/01107/B,"Alterations, erection of extension to rear and conversion of part of ground floor shop (1.1) to residential use (3.3), and roofing works to detached garage / workshop",17-Dec-20,Principal Planner - South (SC),3 - 5 Douglas Street Peel Isle Of Man IM5 1BA 
Permitted,20/01108/B,Erection of first floor extension,24-Nov-20,Principal Planner- North (CB),63 Cooil Drive Douglas Isle Of Man IM2 2HF
Permitted,20/01109/B,Erection of replacement dwelling,26-Nov-20,Head of Development Management,Dreeym Lang Woodlands Avenue Douglas Isle Of Man IM2 3QS
Permitted,20/01110/B,Removal of two trees and extension of driveway and vehicular access (retrospective),12-Nov-20,Head of Development Management,3 Close Malew Castletown Isle Of Man IM9 1NQ
Permitted,20/01111/B,Erection of an extension to replace rear conservatory,23-Nov-20,Principal Planner - South (SC),47 King Orry Road Glen Vine Isle Of Man IM4 4FL 
Permitted,20/01112/B,Installation of twelve replacement windows,12-Nov-20,Principal Planner- North (CB),Bayr Dowin Cottage Baltic Road Kirk Michael Isle Of Man IM6 1EF
Permitted,20/01113/B,Formation of a side garage / store to side elevation with associated vehicular access,04-Dec-20,Principal Planner- North (CB),3 Woodside Terrace Douglas Isle Of Man IM2 3AH
