Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,21/00903/B,Installation of replacement windows,03-Sep-21,Principal Planner - South (JS),10 Mona Street Peel Isle Of Man IM5 1HJ
Permitted,21/00905/C,Additional use of residential property as tourist accommodation,11-Nov-21,Principal Planner - South (JS),How Yngren Douglas Street Castletown Isle Of Man IM9 1AY
Permitted,21/00906/GB,Widening of existing driveway access onto rear access lane (in association with 21/00927/CON),10-Dec-21,Head of Development Management,9 Victoria Terrace Douglas Isle Of Man IM2 4EU
Permitted,21/00907/B,Creation of sunroom and terrace to rear yard and replacement of existing windows and doors,25-Nov-21,Head of Development Management,6 Bank Street Castletown Isle Of Man IM9 1AT
Application Withdrawn,21/00908/B,"Alterations, erection of extension and creation of a first floor to dwelling",14-Dec-21,Withdrawn,Hunters Moon Baldhoon Road Laxey Isle Of Man IM4 7QH
Permitted,21/00909/MCH,"Minor Change application to PA 21/00049/B involving alterations to approved windows, garage roof ridge level, garage roof lights and step and balustrades to west elevation",07-Sep-21,Principal Planner - South (JS),Rose Cottage Ballafreer Lane Union Mills Isle Of Man IM4 4AS 
Permitted,21/00915/B,Erection of a detached garage (retrospective),24-Sep-21,Principal Planner - Enf (AM),6 Meadowbrook Gardens Douglas Isle Of Man IM2 2NT
Permitted,21/00916/D,Installation of signage,08-Sep-21,Principal Planner- North (CB),Shop 7 Clinches Court Douglas Isle Of Man IM1 4LH
Permitted,21/00917/B,"Installation of RaDome telecommunication equipment, access track and perimeter fencing (retrospective)",05-Nov-21,Principal Planner - South (JS),Bluewave Complex Transmitter Site  Carnane Transmitter Site Old Castletown Road Douglas IM4 1AF
Permitted,21/00919/B,Erection of an agricultural building,28-Sep-21,Principal Planner - South (JS),Field 224306 Ballamoar Farm Ballamoar Lane Ballaugh Isle Of Man  
Permitted,21/00921/B,"Alterations, Erections of a rear extension and installation of roof light to front elevation",25-Nov-21,Head of Development Management,32 Queen Street Castletown Isle Of Man IM9 1PA
Permitted,21/00922/B,Installation of a flue,24-Sep-21,Head of Development Management,Moorecroft 2 Larivane Meadows Andreas Isle Of Man IM7 4JD 
Permitted,21/00923/B,Alterations and erection of extensions to dwelling,27-Oct-21,Principal Planner - South (JS),31 Cooil Breryk Ramsey Isle Of Man IM8 3HL 
Permitted,21/00924/B,Alterations and erection of extension to side elevation of dwelling,08-Oct-21,Head of Development Management,Erinville Douglas Road Kirk Michael Isle Of Man IM6 1AT
Permitted,21/00926/B,Erection of rear workshop and roofing works,27-Sep-21,Head of Development Management,26 Albany Street Douglas Isle Of Man IM2 3LE
Permitted,21/00927/CON,Registered Building consent for the widening of existing driveway access onto rear access lane (in association with 21/00906/GB) Registered Building 187,10-Dec-21,Head of Development Management,9 Victoria Terrace Douglas Isle Of Man IM2 4EU
Permitted,21/00928/B,Erection of a rear conservatory,08-Oct-21,Head of Development Management,43 Ballaquark Douglas Isle Of Man IM2 2ET
Permitted,21/00929/B,"Creation of three ponds, repair 40m of gravel bund and creation of two gravel islands in existing lake",15-Dec-21,Planning Committee,Manx Birdlife Point Of Ayre Reserve Cranstal Bride Isle Of Man IM7 4BS 
Permitted,21/00930/B,Widening of existing vehicle access,12-Oct-21,Head of Development Management,Westhill 5 Devonshire Crescent Douglas Isle Of Man IM2 3RD
Permitted,21/00931/D,Installation of replacement illuminated signage,27-Sep-21,Principal Planner - Enf (AM),Clarendon House Victoria Street Douglas IM1 2LN
Permitted,21/00933/MCH,Minor Change application to PA 20/1026/B involving alterations to approved patio doors / windows to create bi fold doors,10-Sep-21,Head of Development Management,Rockaway Costain Close Colby Isle Of Man IM9 4NZ
Permitted,21/00934/MCH,Minor Changes application to PA 20/00685/B involving change from french door with dwarf wall to full height patio doors,26-Aug-21,Principal Planner - South (JS),Sea Level House Back Shore Road Laxey Isle Of Man IM4 7DQ
Permitted,21/00936/B,Installation of a flue (retrospective),24-Sep-21,Head of Development Management,15 Hilltop Rise Douglas Isle Of Man IM2 2LE
Refused,21/00937/C,"Change of use from light industrial to the assemblage, storage and sales of furniture goods",27-Oct-21,Principal Planner - South (JS),Unit 24 Gladstone Park Industrial Estate Ramsey Isle Of Man IM8 2LA 
Permitted,21/00938/B,Reopening of a rear pedestrian access,29-Oct-21,Principal Planner- North (CB),Town Hall The Promenade Port St. Mary Isle Of Man IM9 5DA
Permitted,21/00939/B,Replacement of garage door with French double doors and blocking up of a doorway to South West elevation,08-Oct-21,Head of Development Management,36 The Meadows Kirk Michael Isle Of Man IM6 1EY
Permitted,21/00940/B,Construct a new front porch under existing entrance canopy.,25-Oct-21,Principal Planner - South (JS),24 Bayr Grianagh Castletown Isle Of Man IM9 1HL 
Permitted,21/00941/B,Alterations and replacement of 3 existing windows and 2 doors with a window and bifold doors at ground floor rear elevation,05-Oct-21,Principal Planner - South (JS),73 Woodbourne Road Douglas Isle Of Man IM2 3AQ
Permitted,21/00942/B,Alterations to approved plans (PA 18/00524/B to plot 29) to add solar roof panels,24-Nov-21,Head of Development Management,Plot 29 Fields 434021 And 434031 Douglas Road Castletown Isle Of Man
Permitted,21/00944/B,Erection of an extension,24-Sep-21,Head of Development Management,Converted Barn Ballagarraghyn Farm Coast Road Jurby Isle Of Man IM7 3ET 
Permitted,21/00945/B,Erection of a block of three single garages,05-Oct-21,Principal Planner - South (JS),"Land At Existing Garage Development Adjacent To Four Trees, 7 Westbourne Close Ramsey Isle Of Man  "
Permitted,21/00946/B,Erection of detached replacement dwelling,16-Nov-21,Planning Committee,Hillcrest Bungalow The Lhen Kiondroghad Road Ramsey Isle Of Man IM7 3EP
Refused,21/00947/B,Creation of a driveway and vehicular access,22-Sep-21,Head of Development Management,Ballachrink 3A Coburg Road Ramsey Isle Of Man IM8 3EH
Permitted,21/00948/B,"Alterations, installation of roof lights and creation of a balcony",06-Oct-21,Principal Planner - South (JS),28 Groudle View Onchan Isle Of Man IM3 2EY
Permitted,21/00949/B,Installation of replacement windows to front elevation,28-Oct-21,Principal Planner- North (CB),27 Nelson Street Douglas Isle Of Man IM1 2AN 
Permitted,21/00951/B,Alterations to approved plans (PA 18/00524/B to plot 32) to add solar roof panels,24-Nov-21,Head of Development Management,Plot 32 Fields 434021 And 434031 Douglas Road Castletown Isle Of Man
Permitted,21/00953/MCH,Minor Change application to PA 21/00160/B involving removal of a window and installation of rooflights,12-Aug-21,Head of Development Management,Blencathra 71 Slieau Curn Park Kirk Michael Isle Of Man IM6 1EW 
Permitted,21/00954/B,Installation of replacement windows and door to front and side elevations,08-Sep-21,Principal Planner- North (CB),56 Selborne Drive Douglas Isle Of Man IM2 3NL
Permitted,21/00955/B,Removal of gable end parapet wall and installation of replacement rood tiles and watergoods,22-Sep-21,Head of Development Management,St Pauls Church Hall Market Place West Ramsey Isle Of Man IM8 1JU 
Permitted,21/00956/B,Removal of a chimney stack and replacement of existing window with a door,22-Sep-21,Head of Development Management,Manxwinds 12 Ballaterson Fields Ballaugh Isle Of Man IM7 5AN
Permitted,21/00958/B,Alterations and extensions to provide living accommodation and an additional garage,14-Dec-21,Planning Committee,The Old Mill  Ballavarvane Braaid Road St Marks Ballasalla Isle Of Man IM9 3AP
Permitted,21/00959/B,Installation of replacement windows to front elevation,22-Sep-21,Head of Development Management,Thorny House 8 Thorny Road Douglas Isle Of Man IM2 5ED
Permitted,21/00960/C,Additional use of the dwelling as tourist accommodation,11-Oct-21,Principal Planner - South (JS),15 Duke Street Peel Isle Of Man IM5 1NG
Permitted,21/00962/B,Erection of a shed,27-Sep-21,Head of Development Management,56 Campion Way Douglas Isle Of Man IM2 7DU
Permitted,21/00964/B,Erection of an extension to front elevation,23-Nov-21,Head of Development Management,5 Hilltop Rise Douglas Isle Of Man IM2 2LF
Permitted,21/00968/B,Variation of condition 1 of approval for alterations and rear extension (PA 17/00754/B) to extend permission for a further 4 years,20-Oct-21,Principal Planner- North (CB),9 Main Road Onchan Isle Of Man IM3 1BE
Permitted,21/00969/B,Erection of detached double garage and refurbishment of existing outbuilding to provide a store with workshop above,15-Dec-21,Planning Committee,Ballacain Cottage Lhagg Road Dalby Isle Of Man IM5 3BU
Refused,21/00970/A,Approval in principle to maintain the front facade of the hotel and demolish and develop the building into apartments with associated parking,27-Oct-21,Principal Planner - South (JS),Trevelyan 18 - 19 Palace Terrace Queens Promenade Douglas Isle Of Man IM2 4NE 
Permitted,21/00972/B,Erection of a replacement detached dwelling with integral garage,08-Dec-21,Head of Development Management,14 Glen Park Drive Douglas Isle Of Man IM2 6HN
Permitted,21/00973/B,Erection of a rear extension to dwelling,11-Nov-21,Principal Planner - South (JS),22 Ballagarey Road Glen Vine Isle Of Man IM4 4EB
Permitted,21/00974/B,Erection of new entrance canopy to front entrance of dwelling,27-Sep-21,Head of Development Management,Kiora Villa Rhendhoo Road Jurby Isle Of Man IM7 3BT
Permitted,21/00975/B,Extension of existing balcony to provide decked area and access to property,11-Nov-21,Principal Planner- North (CB),2 Reayrt Ny Glionney Drive Laxey Isle Of Man IM4 7LG 
Permitted,21/00976/C,Change of use of public house to a residential dwelling,02-Dec-21,Planning Committee,New Inn New Road Laxey Isle Of Man IM4 7HS
Permitted,21/00977/D,Erection of an interpretation/information board,08-Oct-21,Head of Development Management,Grounds Of Louisa House Eairy Road Foxdale Isle Of Man  
Permitted,21/00978/D,Erection of an interpretation/information board,08-Oct-21,Head of Development Management,Grounds Of St Pauls Church Kionslieu Hill Foxdale Isle Of Man IM4 3HB
Permitted,21/00979/B,"Removal of chimney, window alterations, installation of an oil tank, extension of driveway and creation of an additional vehicular access",09-Dec-21,Head of Development Management,41 Cronk Drean Douglas Isle Of Man IM2 6AU
Permitted,21/00980/B,Erection of an extension to replace existing conservatory,13-Oct-21,Principal Planner- North (CB),89 Cronk Liauyr Douglas Isle Of Man IM2 5LX
Permitted,21/00981/B,Installation of replacement roof tiles and creation of windows / door opening to the rear of property,25-Nov-21,Head of Development Management,31 Queen Street Castletown Isle Of Man IM9 1PB
Permitted,21/00984/B,Conversion of former scout hall to residential property,27-Sep-21,Head of Development Management,31A Allan Street Douglas Isle Of Man IM1 3DW 
Certificate of Lawfulness DECLINED,21/00987/LAW,Certificate of Lawful Development for the erection of an agricultural storage building and a sod bank,11-Nov-21,Principal Planner - South (JS),Field 316306 (formerly 314351) Staarvey Road Peel Isle Of Man  
Permitted,21/00988/B,Erection of an agricultural building,15-Dec-21,Planning Committee,Top Half Of Field 214284 And Part Field 214285 Bretney  / Jurby East Road Jurby Isle Of Man IM7 3ES 
Permitted,21/00989/B,Installation of replacement front door with window above,27-Sep-21,Head of Development Management,6 Church Street Peel Isle Of Man IM5 1HL
Permitted,21/00990/D,Installation of illuminated signage,05-Oct-21,Principal Planner - South (JS),Ground Floor Villiers House 2 Victoria Street Douglas Isle Of Man IM1 2LN
Permitted,21/00991/B,Replacement of existing window and door on side elevation with a patio door,20-Oct-21,Principal Planner- North (CB),Hilldene Albany Road Douglas Isle Of Man IM2 3AN
Permitted,21/00994/B,"Alterations, erection of ground floor extension, raising part of first floor roof and installation of additional front and rear dormers",03-Nov-21,Principal Planner- North (CB),43 Claughbane Drive Ramsey Isle Of Man IM8 2BH
Permitted,21/00995/B,Replacement of existing dwelling and workshop and with three dwellings including staff accommodation (in association with PA 21/00996CON),01-Nov-21,Planning Committee,8 Derby Square Douglas Isle Of Man IM1 3LS 
Permitted,21/00996/CON,Registered Building Consent for demolition elements of PA 21/00995/B,01-Nov-21,Planning Committee,8 Derby Square Douglas Isle Of Man IM1 3LS 
Certificate of Lawfulness AGREED,21/00997/LAW,Certificate of Lawful Development for replacement wall and installation of decking and detached garden room,02-Nov-21,Principal Planner - South (JS),Glen Dene  Glen Road Colby Isle Of Man IM9 4PA
Application Withdrawn,21/00998/B,Erection of raised decking (retrospective),09-Nov-21,Withdrawn,Villa Rhencullen Rhencullen Kirk Michael Isle Of Man IM6 2HA 
Permitted,21/00999/B,Variation of condition 2 to PA 19/01284/C to extend opening hours of restaurant for non resident customers,22-Nov-21,Planning Committee,Athol Park Guest House Athol Park Port Erin Isle Of Man IM9 6EX 
Application Withdrawn,21/01001/B,Erection of rear extension with terrace above and widening of driveway and vehicular access,29-Oct-21,Withdrawn,3 Mount View Road Onchan Isle Of Man IM3 4AB
Permitted,21/01002/B,Erection of an extension,26-Nov-21,Head of Development Management,6 Kissack Road Castletown Isle Of Man IM9 1NP
Permitted,21/01004/B,Erection of an agricultural building,08-Oct-21,Principal Planner - South (JS),Ballalaa Dalby Isle Of Man IM5 3BW 
Permitted,21/01009/B,Amendments to Welcome Centre as approved under PA 20/00496/B Creation of a 30 glamping pod / cabin tourist site,10-Dec-21,Head of Development Management,Field 411412 Ballafesson Road Port Erin Isle Of Man  
Permitted,21/01010/B,Extension of existing bin store,13-Oct-21,Principal Planner - Enf (AM),Railway Station Banks Circus Douglas Isle Of Man IM1 4LL
Permitted,21/01012/B,"Alterations, installation of replacement rear balcony, stairs, doors and glazing and creation of additional parking with associated vehicular access",22-Dec-21,Director 2017+,15 Fairway Drive Ramsey Isle Of Man IM8 2BB
