"PA Ref","Details","Local Authority","Date","Pub Date","URL"
"23/00469/B","Removal of rear wall and formation of off road parking and vehicular access 31 Marathon Avenue Douglas Isle Of Man IM2 4JB","DOUGLAS","17 Apr 2023","2023-04-21","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00469/B"
"23/00482/B","Installation of replacement windows to front and rear elevations 28 Mona Street Douglas Isle Of Man IM1 2QD","DOUGLAS","19 Apr 2023","2023-04-21","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00482/B"
"23/00467/B","Installation of replacement roof tiles (retrospective) Kionehenin Dhoon Loop Road Dhoon Ramsey Isle Of Man IM7 1HP","GARFF","17 Apr 2023","2023-04-21","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00467/B"
"22/01308/B","Demolition of existing farmhouse and outbuildings and erection of replacement dwelling Ballaoates Farm Ballavagher Road St Johns Isle Of Man IM4 3JE","GERMAN","20 Oct 2022","2023-04-21","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=22/01308/B"
"23/00445/B","Increase width of vehicular access onto highway 7 Rheast Bridson Peel Isle Of Man IM5 1JF","GERMAN","17 Apr 2023","2023-04-21","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00445/B"
"23/00431/B","Conversion of existing stable into home office Goldies Loughan Jurby East Isle Of Man IM7 3EZ ","JURBY","18 Apr 2023","2023-04-21","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00431/B"
"23/00432/B","Erection of proposed detached workshop building and extension to stable block Ellan Farm Jurby East Isle Of Man IM7 3HA ","JURBY","18 Apr 2023","2023-04-21","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00432/B"
"23/00475/B","Erection of detached dwelling with integral garage Plot 1 Land Adjacent To The Threshold Jurby Isle Of Man","JURBY","18 Apr 2023","2023-04-21","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00475/B"
"23/00476/B","Erection of a detached dwelling with integral garage Plot 2, Land Adjacent To The Threshold Jurby Isle Of Man  ","JURBY","18 Apr 2023","2023-04-21","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00476/B"
"23/00374/B","Conversion of Vacant Former Shop / Residential Accommodation in to Residential Accommodation with part 2 storey extension additions to the side and rear of the existing building. Gara Aalin Main Road Sulby Isle Of Man IM7 2HR","LEZAYRE","17 Apr 2023","2023-04-21","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00374/B"
"23/00460/B","Erection of replacement Sun Room extension to rear elevation of dwelling Thie Noa Clenagh Road Sulby Isle Of Man IM7 3AB","LEZAYRE","19 Apr 2023","2023-04-21","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00460/B"
"23/00451/B","Erection of 13 terraced & semi-detached dwellings on the site of 9 previously approved detached & semi-detached dwellings on no.s 19 to 23 & 30 to 33 Faragher Road, and amendments to rear plot boundaries and adjacent footpath, bin collection point & parking spaces for no.s 40 & 41 Faragher Road  19 To 23 & 30 To 33 And 40 & 41 Faragher Road  Phase 2 Reayrt Mie Ballasalla IM9 2BL  ","MALEW","20 Apr 2023","2023-04-21","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00451/B"
"23/00454/B","Erection of stable block on existing concrete base, construction of Equestrian Manege and change of use of field Field Adjacent Ocean View Baltic Road Kirk Michael Isle Of Man IM6 1EF ","MICHAEL","19 Apr 2023","2023-04-21","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00454/B"
"23/00478/B","Erection of a detached bungalow with integral garage, driveway and access Plot 37 The Meadows Kirk Michael Isle Of Man IM6 1EY ","MICHAEL","19 Apr 2023","2023-04-21","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00478/B"
"23/00440/B","Rear dormer extension, and erection of extension to rear of garage 60 Wybourn Drive Onchan Isle Of Man IM3 4AT","ONCHAN","18 Apr 2023","2023-04-21","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00440/B"
"23/00474/B","Installation of replacement windows and rear door Avondale 5 Church Road Port Erin Isle Of Man IM9 6AH","PORT ERIN","18 Apr 2023","2023-04-21","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00474/B"
"23/00446/B","Variation of condition 1 of PA21/00232/B (Original application PA18/01234/B) for the approval in principle for the erection of a four storey apartment block, to extend the period of approval for a further 2 years 21 - 22 West Quay Ramsey Isle Of Man IM8 1DL ","RAMSEY","18 Apr 2023","2023-04-21","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00446/B"
"23/00480/B","Erection of a detached garage and store building 12 Fairway Drive Ramsey Isle Of Man IM8 2BA","RAMSEY","19 Apr 2023","2023-04-21","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00480/B"
"23/00186/B","Renewal of PA 18/00319/B Erection of rear single storey extension based on modified design of single flat roof together with the installation of windows and doors (retrospective) 6 Larivane Meadows Andreas Isle Of Man IM7 4JD ","ANDREAS","24 Feb 2023","2023-04-14","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00186/B"
"23/00417/B","Replacing roof tiles throughout (including installation of solar panels) South Fork 2 The Church View Braddan Douglas Isle Of Man IM4 4TF","BRADDAN","6 Apr 2023","2023-04-14","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00417/B"
"23/00450/C","Additional use of agricultural building for the parking of a HGV vehicle Ballacowle Farm Lhen Road Bride Isle Of Man IM7 4BQ ","BRIDE","11 Apr 2023","2023-04-14","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00450/C"
"23/00424/B","Erection of a Dwelling 9 River Meadows (Plot 60) Castletown Isle Of Man IM9 1DU ","CASTLETOWN","12 Apr 2023","2023-04-14","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00424/B"
"23/00364/B","Erection of a detached garage and annex above. Brae Villa Tromode Road Douglas Isle Of Man IM2 5EJ","DOUGLAS","12 Apr 2023","2023-04-14","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00364/B"
"23/00372/B","Conversion of existing offices to form two self-contained apartments 39 Bucks Road Douglas Isle Of Man IM1 3DE","DOUGLAS","12 Apr 2023","2023-04-14","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00372/B"
"23/00409/B","Demolish existing garage and erect proposed new garage with utility and sunroom to rear elevation 8 Laureston Grove Douglas Isle Of Man IM2 4BG","DOUGLAS","6 Apr 2023","2023-04-14","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00409/B"
"23/00411/B","Installation of five velux roof lights, a velux sun tunnel, installation of bi-fold door in lieu of window and removal of chimney to rear elevation 61 Ballabrooie Way Douglas Isle Of Man IM1 4EY","DOUGLAS","11 Apr 2023","2023-04-14","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00411/B"
"23/00413/B","Installation of replacement windows and demolition of rear garage and yard wall to provide additional parking 3 Stanley Terrace Douglas Isle Of Man IM2 4EP","DOUGLAS","6 Apr 2023","2023-04-14","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00413/B"
"23/00414/CON","Registered Building consent for demolition elements to PA 23/00413/B 3 Stanley Terrace Douglas Isle Of Man IM2 4EP","DOUGLAS","6 Apr 2023","2023-04-14","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00414/CON"
"23/00415/B","Loft conversion into bedroom with rear dormer 14 Inner Circle Douglas Isle Of Man IM2 5BE","DOUGLAS","6 Apr 2023","2023-04-14","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00415/B"
"22/00879/B","Erection of fencing to side front garden (partial retrospective) Thornhill Highfield Drive Baldrine Isle Of Man IM4 6EE","GARFF","25 Jul 2022","2023-04-14","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=22/00879/B"
"23/00331/B","Refurbishment of and extension to existing barn building and alterations/conversion of existing adjacent store to garage Barn Adjacent To Dreemskerry House Ballajora Hill Ballajora Ramsey Isle Of Man IM7 1AZ","GARFF","6 Apr 2023","2023-04-14","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00331/B"
"23/00433/B","Installation of replacement roof tiles Ballagyr Farm Ballagyr Lane Peel Isle Of Man IM5 2AD ","GERMAN","6 Apr 2023","2023-04-14","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00433/B"
"23/00168/B","Erection of 45 industrial/storage & distribution units in four separate blocks Vacant Land Between Balthane Park  Industrial Estate And New By-Pass Road Douglas Road Ballasalla Isle Of Man  ","MALEW","14 Apr 2023","2023-04-14","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00168/B"
"23/00335/A","Approval in principle for the erection of a four-bedroom bungalow and hardstand for garage/car port addressing siting, drainage and means of access Field 431163 Ballamodha Straight Ballasalla Isle Of Man IM9 3EL ","MALEW","6 Apr 2023","2023-04-14","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00335/A"
"23/00416/REM","\\Reserved Matters application to PA 19/01402/A for the erection of a new dwelling with new access, and associated landscaping, groundworks and drainage Land Parcel Adjacent To Ballasalla House Bridge Road Ballasalla Isle Of Man  ","MALEW","12 Apr 2023","2023-04-14","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00416/REM"
"23/00321/B","Erection of two access gates to rear of property 39 The Meadows Kirk Michael Isle Of Man IM6 1EY","MICHAEL","6 Apr 2023","2023-04-14","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00321/B"
"23/00402/B","New gate access Clypse Mooar Cottage Plot 1  Clypse Onchan IM4 5BG","ONCHAN","12 Apr 2023","2023-04-14","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00402/B"
"23/00448/B","Installation of replacement front timber door to composite door with toplight into existing aperture Sydney House Athol Street Port St Mary Isle Of Man IM9 5DS ","PORT ST MARY","11 Apr 2023","2023-04-14","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00448/B"
"23/00403/B","Creation of additional driveway and Change of Use of existing family room to a beauty room. 47 Larivane Meadows Andreas Isle Of Man IM7 4JF ","ANDREAS","30 Mar 2023","2023-04-07","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00403/B"
"23/00359/B","Erection of an agricultural polytunnel, erection of a workshop with attached equipment store, installation of ground mounted solar panels and creation of a wildlife pond Field 420426  Ballacannell Earystane Colby Isle Of Man IM9 4HN ","ARBORY","5 Apr 2023","2023-04-07","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00359/B"
