"PA Ref","Proposal","Property Address","Decision","PA Decision Issued","Determining Body","Appeal Lodged","Appeal Determined","Appeal Decision","Year","URL"
"10/01385/B","Retention of existing secondary vehicular access in the location of a former field access, extension of hard standing and amendments to boundary landscaping (Retrospective)","Ballaclucas Cottage Top Road Crosby Isle Of Man IM4 4HN ","Refused","28-Jan-11","Head of Development Management","14-Feb-11","19-Dec-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01385/B"
"10/01392/B","Erection of a single storey building to provide tourist accommodation (Retrospective)","Outbuilding West Craig Farm St Judes Road West Craig Ramsey Isle Of Man  ","Refused","28-Jan-11","Head of Development Management","08-Feb-11","14-Jun-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01392/B"
"10/01395/GB","Refurbishment of dwelling (In association with 10/01396CON)","Glashen Farm House  Glashen Close Ballasalla Isle Of Man IM9 2AB ","Permitted","12-Jan-11","Department Application","27-Sep-10","06-Jan-11","Department Application Approved","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01395/GB"
"10/01396/CON","Registered Building Consent for refurbishment of dwelling (In association with 10/01395GB)","Glashen Farm House  Glashen Close Ballasalla Isle Of Man IM9 2AB ","Permitted","12-Jan-11","Department Application","27-Sep-10","06-Jan-11","Department Application Approved","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01396/CON"
"10/01404/B","Erection of an industrial unit and bio disc sewage unit with associated parking, storage area and erection of boundary fence with screen vegetation","Part Of Chadwicks Yard Adjacent To Field 434711 Stoney Mountain Road East Foxdale Eairy Isle Of Man  ","Refused","10-Nov-10","Head of Development Management","26-Nov-10","21-Mar-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01404/B"
"10/01416/B","Erection of a two storey extension to dwelling house","Railway Cottage Main Road Kirk Michael Isle Of Man IM6 1AD","Permitted","15-Nov-10","Head of Development Management","24-Nov-10","19-Apr-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01416/B"
"10/01418/B","Erection of a replacement dwelling","Cronk Ny Killey Dreemskerry Ramsey Isle Of Man IM7 1AX ","Refused","20-Jan-11","Planning Committee","01-Feb-11","14-Jul-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01418/B"
"10/01425/B","Conversion of former guest house into five apartments including the installation of dormers and replacement windows","104 Bucks Road Douglas Isle Of Man IM1 3AQ","Refused","25-Nov-10","Head of Development Management","15-Dec-10","21-Mar-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01425/B"
"10/01427/B","Alterations, erection of an extension and widening of driveway and vehicular access","5 Greenlands View Ramsey Isle Of Man IM8 2PB","Permitted","20-Dec-10","Head of Development Management","06-Jan-11","19-Apr-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01427/B"
"10/01443/B","Erection of a dwelling with off street parking","Plot Adjacent To Old Sail Loft And Smithy Shore Road Underway Port St. Mary Isle Of Man  ","Refused","20-Jan-11","Planning Committee","02-Feb-11","08-Jun-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01443/B"
"10/01450/B","Conversion of existing portakabin type structure for use as a utility room","Earystane Chapel Earystane Colby Isle Of Man IM9 4HN ","Refused","23-Nov-10","Planning Committee","10-Dec-10","17-Jan-11","Appeal Withdrawn","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01450/B"
"10/01458/B","Erection of a boundary wall / fence","24 Groudle View Onchan Isle Of Man IM3 2EY","Refused","03-Dec-10","Head of Development Management","23-Dec-10","05-Apr-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01458/B"
"10/01460/B","Creation of temporary construction compound and storage area to facilitate residential development proposed under PA 10/00544","Parts Of Fields 315097,311826, 311827and 314444  Between Poortown Road & QE2 High School East Of Reayrt Ny Keylley & Reayrt Ny Cronk Peel Isle Of Man  ","Refused","26-Apr-11","Planning Committee","12-May-11","09-Dec-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01460/B"
"10/01463/B","Erection of fencing along a public footpath (Retrospective)","Laxey Harbour Chalets  The Cairns Breeze Hill Laxey Isle Of Man IM4 7DL ","Permitted","23-Nov-10","Planning Committee","03-Dec-10","30-Mar-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01463/B"
"10/01471/B","Alterations and erection of extensions to dwelling house","7 Close Quirk Douglas Isle Of Man IM2 2HN","Permitted","13-Dec-10","Head of Development Management","20-Dec-10","06-Apr-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01471/B"
"10/01475/B","Installation of replacement windows (Retrospective)","5 Market Place Peel Isle Of Man IM5 1AB","Refused","06-Dec-10","Head of Development Management","21-Dec-10","30-Mar-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01475/B"
"10/01479/B","Erection of a two storey extension to dwelling house","21A Farmhill Park Douglas Isle Of Man IM2 2EE","Refused","18-Feb-11","Head of Development Management","07-Mar-11","08-Jun-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01479/B"
"10/01490/B","Erection of a boundary fence between Nos. 13 & 14 Cronk Y Berry (Retrospective)","13 & 14 Cronk Y Berry Douglas Isle Of Man IM2 6EY","Refused","17-Mar-11","Head of Development Management","05-Apr-11","05-Aug-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01490/B"
"10/01491/B","Erection of a field shelter, extension of hardcore track (both retrospective), erection of a barn and creation of a hardcore yard area","Field Number 134889 Lezayre Road Glen Tramman Ramsey Isle Of Man  ","Refused","06-May-11","Head of Development Management","19-May-11","24-Aug-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01491/B"
"10/01521/B","Demolition of existing cottages and erection of a replacement dwelling","Nos. 1 & 2 Dhoor Cottages Andreas Road Dhoor Ramsey Isle Of Man IM7 4EB","Refused","23-Jun-11","Planning Committee","08-Jul-11","19-Dec-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01521/B"
"10/01526/A","Approval in principle for the erection of a dwelling","Field 432134 Orrisdale Road Ballasalla Isle Of Man  ","Refused","02-Dec-10","Head of Development Management","21-Dec-10","30-Mar-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01526/A"
"10/01550/B","Creation of temporary vehicular entrance","Plot Adjacent To Maughold Lodge Claughbane Walk Ramsey Isle Of Man  ","Permitted","15-Mar-11","Planning Committee","04-Apr-11","24-Aug-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01550/B"
"10/01558/B","Erection of 31 dwellings with associated highway and drainage infrastructure, public open space and landscaping","Field 334281 And Adjoining Land  Springfield Terrace Foxdale Isle Of Man","Permitted","02-Mar-11","Planning Committee","16-Mar-11","24-Aug-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01558/B"
"10/01578/GB","Stabilisation and protection scheme to pier (In association with 10/01579/CON)","Queens Pier  Queens Promenade Ramsey Isle Of Man IM99 1PS","Permitted","10-Mar-11","Department Application","26-Oct-10","10-Mar-11","Department Application Approved","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01578/GB"
"10/01579/CON","Registered Building consent for a stabilisation and protection scheme to pier (In association with 10/01578/GB) Registered Building Nos. 154","Queens Pier  Queens Promenade Ramsey Isle Of Man IM99 1PS","Permitted","10-Mar-11","Council of Ministers, called in app","26-Oct-10","10-Mar-11","Department Application Approved","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01579/CON"
"10/01580/B","Erection of a replacement dwelling","Kafue Cottage St Judes Road Sulby Isle Of Man IM7 2ES","Refused","15-Feb-11","Planning Committee","04-Mar-11","06-Jun-11","Appeal Withdrawn","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01580/B"
"10/01605/B","Conversion of outbuilding to a garage","40 Derby Square Douglas Isle Of Man IM1 3LW","Refused","22-Dec-10","Head of Development Management","14-Jan-11","08-Jun-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01605/B"
"10/01615/B","Erection of fencing and wall (Retrospective)a) Erection of fencing at the rear, close to the garage in no 71 and not on the boundary 72 Ballanorris Crescent APPROVED at appeal.b) Other fencing/ walling REFUSED at appeal.","72 Ballanorris Crescent Ballabeg Castletown Isle Of Man IM9 4ER","Refused","08-Dec-10","Head of Development Management","24-Dec-10","27-Apr-11","Decision Split at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01615/B"
"10/01625/B","Erection of a multi purpose agricultural building","Hillcrest Dalby Isle Of Man IM5 3BW ","Refused","28-Mar-11","Head of Development Management","18-Apr-11","24-Aug-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01625/B"
"10/01632/B","Erection of a detached dwelling","Land Adjacent To Kerrowkeil Patrick Road St Johns Isle Of Man  ","Permitted","22-Dec-10","Head of Development Management","07-Jan-11","08-Jun-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01632/B"
"10/01644/B","Demolition of existing outbuildings and erection of a gatehouse dwelling","Lorne House Douglas Street Castletown Isle Of Man IM9 1AZ ","Permitted","15-Feb-11","Planning Committee","02-Mar-11","31-Aug-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01644/B"
"10/01670/B","Installation of replacement windows","Cardle Chapel Corony Ramsey Isle Of Man IM7 1ES ","Refused","07-Feb-11","Head of Development Management","22-Feb-11","14-Jul-11","Refused at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01670/B"
"10/01673/B","Erection of an office building with parking and landscaping","Site Adjacent To Media House Tromode Business Park   Tromode Douglas Isle Of Man  ","Refused","28-Jan-11","Head of Development Management","03-Feb-11","08-Jun-11","Approved at Appeal","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01673/B"
"10/01675/B","Cladding works and creation of an additional access","Hanger 292 Jurby Airfield Jurby Isle Of Man IM7 3BD ","Permitted","10-Feb-11","Department Application","15-Nov-10","10-Feb-11","Department Application Approved","2011","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=10/01675/B"
