Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,11/01135/B,Alterations and extensions to dwelling,28-Sep-11,Director Delegation,Bradda Mooar Bradda Road Port Erin Isle Of Man IM9 6PR 
Refused,11/01136/B,Part conversion of garage and extension to rear elevation to provide additional living accommodation,18-Oct-11,Planning Committee,2 Northcroft Malew Street Castletown Isle Of Man IM9 1LT 
Refused,11/01137/B,Erection of a first floor extension over existing garage,28-Sep-11,Director Delegation,2 Northcroft Off Malew Street Castletown Isle Of Man IM9 1LT 
Permitted,11/01138/B,Extension to rear elevation,28-Sep-11,Director Delegation,40 Clifton Drive Ramsey Isle Of Man IM8 3NG 
Permitted,11/01139/B,Erection of an extension to existing garage,28-Sep-11,Director Delegation,3 Ballamillaghyn Estate Mount Rule Douglas Isle Of Man IM4 4HU
Permitted,11/01140/B,Erection of new section of boundary wall between Lorne House and How Yngren (Retrospective),23-Sep-11,Head of Development Management,Lorne House Douglas Street Castletown Isle Of Man IM9 1AZ 
Permitted,11/01141/B,Alterations to rear store to create studio,23-Sep-11,Head of Development Management,68A Parliament Street Ramsey Isle Of Man IM8 1AJ 
Permitted,11/01142/B,Alterations and erection of a two storey extension to rear of dwelling,23-Sep-11,Head of Development Management,34 St Germans Place Peel Isle Of Man IM5 1BZ
Permitted,11/01143/B,Erection of a replacement front porch,04-Oct-11,Head of Development Management,Spring Bank Bride Road Andreas Isle Of Man IM7 4HW 
Permitted,11/01144/B,Erection of a replacement dwelling (comprising amendments to PA 10/00937/B) including landscaping scheme,08-Dec-11,Director Delegation,Ballamoar  Ballamoar Lane Ballaugh Isle Of Man IM7 5EE
Permitted,11/01145/B,Installation of replacement windows and door to dwelling,29-Sep-11,Director Delegation,111 Woodbourne Road Douglas Isle Of Man IM2 3AR
Permitted,11/01147/B,Erection of two storey extensions to side and rear elevations,17-Oct-11,Planning Committee,Glen Moar Ballure Ramsey Isle Of Man IM7 1AB 
Permitted,11/01148/B,Alteration and conversion of redundant storage area to a gymnasium to be used in conjunction with existing health/beauty facility,09-Nov-11,Head of Development Management,Diamond House Demesne Road Douglas Isle Of Man IM1 3DS
Permitted,11/01149/B,Roofing and rendering works and replace existing window and door with a window to dwelling,23-Sep-11,Head of Development Management,Kionslieu Patrick Road St Johns Isle Of Man IM4 3BN 
Permitted,11/01150/B,Erection of conservatory to front elevation,29-Sep-11,Director Delegation,Brownswood Ashley Road Onchan Isle Of Man IM4 5BB
Refused,11/01151/B,Alterations and erection of an extension to dwelling,29-Sep-11,Director Delegation,Croit-E-John Shore Road Ballaugh Isle Of Man IM7 5AZ
Permitted,11/01152/B,Installation of three roof lights and a replacement dormer window to dwelling,29-Sep-11,Director Delegation,Viste Clay Head Road Baldrine Isle Of Man IM4 6DP
Permitted,11/01153/B,Alterations and erection of extensions to dwelling,21-Oct-11,Director Delegation,8 Julian Road Douglas Isle Of Man IM2 6ER
Permitted,11/01154/B,Alterations to existing building to form a dwelling (amendment to PA 09/01850/B),29-Sep-11,Director Delegation,Building At Curpheys Field St Marks Road Ballasalla Isle Of Man IM9 3EF 
Permitted,11/01155/B,Alterations and erection of front porch,23-Sep-11,Head of Development Management,Stafflands Cottage Ballafayle Ramsey Isle Of Man IM7 1EB 
Permitted,11/01156/B,Alterations and extension to dwelling (comprising amendments to PA 06/01499/B),23-Sep-11,Head of Development Management,Crofton Fistard Port St. Mary Isle Of Man IM9 5PQ 
Application Withdrawn,11/01157/B,Widening of entrance and installation of a gate,23-Sep-11,Withdrawn,Top Entrance Tholt Y Will House Tholt Y Will Sulby Isle Of Man IM7 2BF 
Permitted,11/01158/B,"Installation of replacement windows to front, side and rear elevations",28-Sep-11,Director Delegation,14 Clifton Terrace Douglas Isle Of Man IM2 3HX
Permitted,11/01159/B,Alterations and erection of an extension to existing shop,21-Oct-11,Director Delegation,Alexander Nurseries Westminster Drive Douglas Isle Of Man IM1 4EH
Permitted,11/01160/B,Replace and re-site bulk fuel tanks,24-Oct-11,Director Delegation,Bus Station And Garage Westbourne Road Ramsey Isle Of Man IM8 2ER
Permitted,11/01161/A,Approval in principle for the erection of a dwelling,05-Oct-11,Head of Development Management,Plot To Rear Of Greenmantle Dreeym Beary Douglas Isle Of Man  
Permitted,11/01162/B,Extension to dwelling and installation of replacement and additional windows,23-Sep-11,Head of Development Management,7 Victoria Road Castletown Isle Of Man IM9 1EP
Permitted,11/01163/B,Alterations and erection of extension to dwelling,29-Sep-11,Director Delegation,21 Copse Hill Douglas Isle Of Man IM2 1NE
Permitted,11/01164/B,Alterations and removal of a chimney to dwelling,23-Sep-11,Head of Development Management,Montana 15 Ballagarey Road Glen Vine Isle Of Man IM4 4EB
Refused,11/01165/B,Erection of a dwelling to replace existing garage/store,15-Nov-11,Head of Development Management,The Garage Esplanade Lane Central Promenade Douglas Isle Of Man IM2 4LP 
Refused,11/01166/B,Erection of a replacement detached garage and workshop,24-Oct-11,Director Delegation,Homefield The Level Colby Isle Of Man IM9 4AL
Permitted,11/01167/B,Erection of dwelling with integral garage,28-Sep-11,Director Delegation,Plot 34 Knock Rushen Scarlett Road Castletown Isle Of Man IM9 1TQ 
Permitted,11/01168/B,Erection of a dwelling with integral garage,28-Sep-11,Director Delegation,Plot 37 Knock Rushen Scarlett Road Castletown Isle Of Man IM9 1TQ 
Permitted,11/01169/B,Erection of a dwelling with detached garage and carport,28-Sep-11,Director Delegation,Plot 24 Field 0012 And 0028 Knock Rushen Scarlett Road Castletown Isle Of Man IM9 1TQ 
Permitted,11/01170/B,Erection of a dwelling with integral garage,28-Sep-11,Director Delegation,Plot 17 Knock Rushen Scarlett Road Castletown Isle Of Man IM9 1TQ 
Permitted,11/01171/B,Installation of replacement windows,28-Sep-11,Director Delegation,Mill Cottage Rhenab Road Cornaa Ramsey Isle Of Man IM7 1EL 
Permitted,11/01172/B,Enclose existing porch with a patio door,29-Sep-11,Director Delegation,St Benedicts Glen Auldyn Ramsey Isle Of Man IM7 2AD 
Permitted,11/01173/B,Extension to side elevation,05-Oct-11,Head of Development Management,21 Hawthorn Close Onchan Isle Of Man IM3 3HL
Permitted,11/01174/B,Erection of a porch to front elevation of dwelling,29-Sep-11,Director Delegation,1 Queens Court Queens Road Port St. Mary Isle Of Man IM9 5EU 
Permitted,11/01175/B,Replace existing window with a doorway to rear elevation of dwelling,23-Sep-11,Head of Development Management,16 Rhenwyllan Close Port St. Mary Isle Of Man IM9 5NJ 
Permitted,11/01176/B,Creation of disabled ramp and access,29-Sep-11,Director Delegation,ATS Euromaster  5-7 South Quay Douglas Isle Of Man IM1 5AJ
Permitted,11/01177/C,Change of use from an estate agency office to retail,29-Sep-11,Director Delegation,31 Duke Street Douglas Isle Of Man IM1 2AZ
Permitted,11/01178/D,Erection of advertising signage,29-Sep-11,Director Delegation,31 Duke Street Douglas Isle Of Man IM1 2AZ
Permitted,11/01179/B,Alterations and extensions to dwelling,19-Oct-11,Head of Development Management,75 King Edward Road Onchan Isle Of Man IM3 2AR
Refused,11/01180/B,Alterations and extensions to dwelling including improvements to vehicular access and alteration to retaining wall,24-Oct-11,Head of Development Management,Montana South Cape Laxey Isle Of Man IM4 7JB 
Permitted,11/01181/B,"Location of four shipping containers for the storage of items from Queen's Pier, Ramsey",01-Dec-11,Department Application,Land At Jurby Industrial Estate Jurby Isle Of Man  
Permitted,11/01182/B,Alterations and extensions to dwelling,18-Oct-11,Head of Development Management,Poylbreck East Baldwin Isle Of Man IM4 5EW 
Permitted,11/01184/B,Construction of raised decking with summer house and re- located shed,02-Nov-11,Head of Development Management,Preswick Belmont Road Douglas Isle Of Man IM1 4NR
Permitted,11/01185/B,Installation of a replacement flue to dwelling,29-Sep-11,Director Delegation,48 Ballaquark Douglas Isle Of Man IM2 2ET
Permitted,11/01186/B,Extend and replace existing driveway with block paving,29-Sep-11,Director Delegation,15 Close Quirk Douglas Isle Of Man IM2 2HN
Permitted,11/01187/B,Alterations to existing detached garage,29-Sep-11,Director Delegation,4 Ballagarey Road Glen Vine Isle Of Man IM4 4EA 
Permitted,11/01188/B,Erection of a detached garage,29-Sep-11,Director Delegation,Primrose Cottage Ballamanagh Road Sulby Isle Of Man IM7 2HD
Permitted,11/01189/C,Additional use of dwelling as holiday accommodation,29-Sep-11,Director Delegation,4 Strand Street Peel Isle Of Man IM5 1NL
Permitted,11/01190/B,Alterations and extension to dwelling including replacement windows,29-Sep-11,Director Delegation,4 Strand Street Peel Isle Of Man IM5 1NL
Permitted,11/01191/B,Alterations and erection of extension to dwelling,11-Oct-11,Head of Development Management,14 Ballaradcliffe Andreas Isle Of Man IM7 3EN
Permitted,11/01192/B,"Alterations, erection of a replacement extension and creation of a balcony",29-Sep-11,Director Delegation,Riverside Lodge Lower Foxdale Isle Of Man IM4 3AZ 
Permitted,11/01193/D,Erection of advertising signage,29-Sep-11,Director Delegation,15 - 17 Strand Street Douglas Isle Of Man IM1 2ED
Permitted,11/01194/B,Installation of a replacement shopfront,27-Sep-11,Director Delegation,15 - 17 Strand Street Douglas Isle Of Man IM1 2ED
Permitted,11/01195/B,Installation of replacement windows and door,29-Sep-11,Director Delegation,Garden Cottage Bishopscourt Kirk Michael Isle Of Man IM6 2EY 
Permitted,11/01196/B,Installation of dormer to rear elevation,11-Oct-11,Head of Development Management,49 Birch Hill Crescent Onchan Isle Of Man IM3 3DD
Permitted,11/01198/B,Erection of a dwelling (comprising amendment to PA 08/01951/B),15-Nov-11,Head of Development Management,Harold Tower Fort Anne Road Douglas Isle Of Man IM1 5BN 
Permitted,11/01199/B,Erection of detached dwelling,29-Sep-11,Director Delegation,Land Adjacent To Kerrowkeil Patrick Road St Johns Isle Of Man  
Refused,11/01200/B,Erection of a porch and detached summerhouse and creation of an access gate with wall alterations,19-Oct-11,Head of Development Management,Mines House 37 Mines Road Laxey Isle Of Man IM4 7NJ
Permitted,11/01201/B,"Erection of conservatory to replace existing greenhouse, garage door replacement and creation of window to garage",11-Oct-11,Head of Development Management,Gat E Whing Smeale Andreas Isle Of Man IM7 3EF 
Permitted,11/01202/B,Alterations and erection of extension to dwelling,17-Oct-11,Planning Committee,Mill Croft Church Road Port E Vullen Ramsey Isle Of Man IM7 1AP 
Permitted,11/01203/B,Erection of a conservatory to rear elevation of dwelling,11-Oct-11,Head of Development Management,Railway House St Judes Road Sulby Isle Of Man IM7 2ET
Permitted,11/01204/B,Erection of conservatory to rear elevation,29-Sep-11,Director Delegation,17 Ballabridson Park Ballasalla Isle Of Man IM9 2ES
Permitted,11/01205/B,Installation of replacement windows,29-Sep-11,Director Delegation,Westhaven Somerset Square Douglas Isle Of Man IM2 5AG
Permitted,11/01207/B,Erection of stables,24-Oct-11,Head of Development Management,Field 624472 Glen Shone Glen Mona Ramsey Isle Of Man  
Permitted,11/01208/B,Erection of dwellings with integral garage and car port,29-Sep-11,Director Delegation,Plots 12 & 13 Knock Rushen Scarlett Road Castletown Isle Of Man IM9 1TQ 
Permitted,11/01209/B,Alterations and extension to building,11-Oct-11,Head of Development Management,Masonic Hall  42 Stanley Road Peel Isle Of Man IM5 1NY
Permitted,11/01210/B,Installation of replacement windows to first and second floor front elevations,02-Nov-11,Head of Development Management,The Vineyard 20 Prospect Terrace Woodbourne Road Douglas Isle Of Man IM1 3AL 
Refused,11/01211/B,Alteration and extension to rear annex to form a dwelling,02-Nov-11,Head of Development Management,6 Sydney Street Douglas Isle Of Man IM1 3JB
Permitted,11/01212/B,"Demolition of existing swimming pool and erection of a replacement swimming pool, sports hall and changing facilities with associated car parking revisions",11-Oct-11,Head of Development Management,King Williams College King Williams College Grounds Castletown Isle Of Man IM9 1TP 
Permitted,11/01213/B,Installation of a tri folding door and roofing works (Retrospective),11-Oct-11,Head of Development Management,20 Church Street Peel Isle Of Man IM5 1HL
Permitted,11/01214/B,Creation of driveway and vehicular access,11-Oct-11,Head of Development Management,3 Greeba Drive Onchan Isle Of Man IM3 1ER
Permitted,11/01215/B,Erection of a two storey extension to dwelling to provide ancillary living accommodation,09-Nov-11,Head of Development Management,35 Harcroft Meadow Douglas Isle Of Man IM2 1JT 
Permitted,11/01216/D,Installation of signage,11-Oct-11,Head of Development Management,Britannia International Ltd 87 Parliament Street Ramsey Isle Of Man IM8 1AQ
Permitted,11/01217/D,Erection of illuminated and non illuminated signage,11-Oct-11,Head of Development Management,Britannia International Ltd Britannia House Athol Street Douglas Isle Of Man IM1 1JD 
Permitted,11/01218/D,Erection of advertising signage,11-Oct-11,Head of Development Management,Britannia International  Orange Grove House Orchard Road Port Erin Isle Of Man IM9 6DJ
Permitted,11/01219/B,Installation of replacement windows to front elevation,11-Oct-11,Head of Development Management,Cregville 13 Empire Terrace Douglas Isle Of Man IM2 4LE
Permitted,11/01220/B,Formation of door opening to provide fire escape (Retrospective),11-Oct-11,Head of Development Management,Bowling Centre Queens Promenade Ramsey Isle Of Man IM8 1ET 
Permitted,11/01221/B,"Erection of sun lounge extension with balcony over, and extension to existing porch",17-Oct-11,Head of Development Management,Close Mooar Glen Darragh Road Glen Vine Isle Of Man IM4 4BE
